employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor,start_date,end_date
Aristotle Nicholas Campbell,ANC1834,Aristotle.Nicholas.Campbell@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt,2009-12-01 00:00:00,2011-06-01
Donna Francesca Wise,DFW1467,Donna.Francesca.Wise@dtaa.com,TestEngineer,Project 29,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,Naida Shellie Barlow,2009-12-01 00:00:00,2011-06-01
Celeste Unity Perry,CUP2764,Celeste.Unity.Perry@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,21 - TestAndEvalualtion,Catherine Madonna Owen,2009-12-01 00:00:00,2011-06-01
Elton Todd Brewer,ETB0828,Elton.Todd.Brewer@dtaa.com,TestEngineer,Project 37,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,Oprah Gail Webb,2009-12-01 00:00:00,2011-06-01
Lani Leah Barnes,LLB3769,Lani.Leah.Barnes@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton,2009-12-01 00:00:00,2011-06-01
Jonathan Laith Casey,JLC0216,Jonathan.Laith.Casey@dtaa.com,LabManager,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Gisela Ivana Bolton,2009-12-01 00:00:00,2011-06-01
Rae Lareina Barber,RLB1334,Rae.Lareina.Barber@dtaa.com,TestEngineer,Project 39,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,Hakeem Levi Mcgee,2009-12-01 00:00:00,2011-06-01
Jermaine Nathan Patton,JNP1240,Jermaine.Nathan.Patton@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Scarlet Genevieve Contreras,2009-12-01 00:00:00,2010-06-01
Kasper Nathaniel Hull,KNH1985,Kasper.Nathaniel.Hull@dtaa.com,MaterialsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,14 - MaterialsEngineering,Yasir Davis Moore,2009-12-01 00:00:00,2011-06-01
Wyatt Uriel Harmon,WUH2238,Wyatt.Uriel.Harmon@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman,2009-12-01 00:00:00,2011-06-01
Rogan Cedric Thornton,RCT1697,Rogan.Cedric.Thornton@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,Haley Madeline Thomas,2009-12-01 00:00:00,2011-06-01
August Bert Hyde,ABH1181,August.Bert.Hyde@dtaa.com,HardwareEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,10 - SystemsEngineering,Chandler Quamar Cantrell,2009-12-01 00:00:00,2011-06-01
Macon Malachi Rodriquez,MMR0700,Macon.Malachi.Rodriquez@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,Dana Christen Wilkins,2009-12-01 00:00:00,2011-06-01
Ciaran Wade Riggs,CWR0117,Ciaran.Wade.Riggs@dtaa.com,MaterialsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,4 - MaterialsEngineering,Rama Veda Reyes,2009-12-01 00:00:00,2011-06-01
Myra Melinda Cotton,MMC0261,Myra.Melinda.Cotton@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,2 - MechanicalEngineering,Vaughan Dustin Bender,2009-12-01 00:00:00,2010-04-01
Taylor Quin Rodriguez,TQR3104,Taylor.Quin.Rodriguez@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,24 - SystemsEngineering,Hop Alfonso Palmer,2009-12-01 00:00:00,2011-06-01
Indigo Ivory Walters,IIW1595,Indigo.Ivory.Walters@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,2 - RegionalSales,Troy Hayes Massey,2009-12-01 00:00:00,2011-06-01
Phillip Cody Turner,PCT1234,Phillip.Cody.Turner@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Scarlet Genevieve Contreras,2009-12-01 00:00:00,2010-11-01
Ori Jane Mcpherson,OJM1324,Ori.Jane.Mcpherson@dtaa.com,TestEngineer,Project 47,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,Hakeem Levi Mcgee,2009-12-01 00:00:00,2011-06-01
Dane Martin Burgess,DMB2533,Dane.Martin.Burgess@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Carter Charles Wells,2009-12-01 00:00:00,2011-06-01
Emi Kristen Hall,EKH2084,Emi.Kristen.Hall@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,George Guy Hayden,2009-12-01 00:00:00,2011-06-01
Serina Olympia Kidd,SOK1299,Serina.Olympia.Kidd@dtaa.com,MaterialsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,9 - MaterialsEngineering,Castor Harper Faulkner,2009-12-01 00:00:00,2010-03-01
Serina Phyllis Walter,SPW0753,Serina.Phyllis.Walter@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,3 - EmbeddedSoftware,Grant Lamar Fulton,2009-12-01 00:00:00,2011-06-01
Damon Beau Rollins,DBR1558,Damon.Beau.Rollins@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,Kennedy Beau Alvarez,2009-12-01 00:00:00,2010-05-01
Charlotte Ramona Maxwell,CRM0139,Charlotte.Ramona.Maxwell@dtaa.com,LabManager,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,1 - Lab,Inez Sage Marks,2009-12-01 00:00:00,2011-06-01
Sacha Colette Monroe,SCM3407,Sacha.Colette.Monroe@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds,2009-12-01 00:00:00,2011-06-01
Vladimir Nehru Cantrell,VNC1607,Vladimir.Nehru.Cantrell@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,2 - RegionalSales,Troy Hayes Massey,2009-12-01 00:00:00,2011-06-01
Chaim Tanek Duke,CTD1850,Chaim.Tanek.Duke@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,13 - ElectricalEngineering,Cole Nicolas Knight,2009-12-01 00:00:00,2011-06-01
Catherine Regan Hancock,CRH3848,Catherine.Regan.Hancock@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,12 - BuildingSecurity,Yvonne Kellie Walters,2009-12-01 00:00:00,2011-06-01
Hanae Stella Parker,HSP1675,Hanae.Stella.Parker@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,Haley Madeline Thomas,2009-12-01 00:00:00,2011-06-01
Nicholas Melvin Whitaker,NMW0896,Nicholas.Melvin.Whitaker@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,Mona Jolene Frye,2009-12-01 00:00:00,2011-06-01
Fallon Holly Adkins,FHA3387,Fallon.Holly.Adkins@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds,2009-12-01 00:00:00,2011-06-01
Mariko Scarlett Stevenson,MSS3335,Mariko.Scarlett.Stevenson@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,Ira Austin Avery,2009-12-01 00:00:00,2011-06-01
Madeson Eleanor Alexander,MEA3886,Madeson.Eleanor.Alexander@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,7 - Lab,Patrick Samuel Hutchinson,2009-12-01 00:00:00,2011-06-01
Melissa Nicole Nixon,MNN1167,Melissa.Nicole.Nixon@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,10 - SystemsEngineering,Chandler Quamar Cantrell,2009-12-01 00:00:00,2011-06-01
Rae Petra Lynch,RPL2640,Rae.Petra.Lynch@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,Bernard Bevis Foley,2009-12-01 00:00:00,2011-06-01
Urielle Noel Briggs,UNB3986,Urielle.Noel.Briggs@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,Hillary Zenaida Adkins,2009-12-01 00:00:00,2011-03-01
Drake Zachary Whitaker,DZW0126,Drake.Zachary.Whitaker@dtaa.com,TestEngineer,Project 52,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus,2009-12-01 00:00:00,2011-06-01
Tanek William Harrison,TWH1178,Tanek.William.Harrison@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,10 - SystemsEngineering,Chandler Quamar Cantrell,2009-12-01 00:00:00,2011-06-01
Micah Yoshio Bass,MYB3817,Micah.Yoshio.Bass@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,Uriah Sean Collins,2009-12-01 00:00:00,2011-06-01
Jocelyn Zoe England,JZE2902,Jocelyn.Zoe.England@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,Heidi Cara Schmidt,2009-12-01 00:00:00,2010-09-01
Amos James Garrison,AJG0240,Amos.James.Garrison@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,3 - EmbeddedSoftware,Grant Lamar Fulton,2009-12-01 00:00:00,2010-12-01
Darius Scott Rowland,DSR3787,Darius.Scott.Rowland@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain,2009-12-01 00:00:00,2011-06-01
Walker Conan Mcleod,WCM3134,Walker.Conan.Mcleod@dtaa.com,Scientist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,5 - Lab,Bethany Diana Jordan,2009-12-01 00:00:00,2011-06-01
Pascale Stephanie Dominguez,PSD1409,Pascale.Stephanie.Dominguez@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,7 - MechanicalEngineering,Ariana Zenia Avery,2009-12-01 00:00:00,2011-06-01
Gregory Ciaran Brown,GCB0201,Gregory.Ciaran.Brown@dtaa.com,Technician,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,Dana Christen Wilkins,2009-12-01 00:00:00,2011-06-01
Christopher Damian Scott,CDS2792,Christopher.Damian.Scott@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,7 - Stockroom,Stephen Tanek Kirkland,2009-12-01 00:00:00,2011-06-01
Calista Dora Perkins,CDP2892,Calista.Dora.Perkins@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,Heidi Cara Schmidt,2009-12-01 00:00:00,2011-06-01
Armand Devin Velasquez,ADV2467,Armand.Devin.Velasquez@dtaa.com,WebDeveloper,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,10 - WebSoftware,Xandra Hilary Romero,2009-12-01 00:00:00,2011-06-01
Mikayla Brynn Alford,MBA1797,Mikayla.Brynn.Alford@dtaa.com,ComputerProgrammer,Project 48,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,8 - DesktopSoftware,Lucius Orlando Patton,2009-12-01 00:00:00,2010-10-01
Ivory Larissa Stanley,ILS0713,Ivory.Larissa.Stanley@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,Dana Christen Wilkins,2009-12-01 00:00:00,2011-06-01
Florence Christine Solis,FCS1128,Florence.Christine.Solis@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,7 - MechanicalEngineering,Leo Alvin Chase,2009-12-01 00:00:00,2011-06-01
Timon Duncan Harrison,TDH0989,Timon.Duncan.Harrison@dtaa.com,Manager,Project 44,1,1 - Adminstration,5 - Security,4 - ElectronicSecurity,Peter Nicholas Livingston,2009-12-01 00:00:00,2011-06-01
Alyssa Brenna Colon,ABC3523,Alyssa.Brenna.Colon@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,25 - SystemsEngineering,Quail Wilma Long,2009-12-01 00:00:00,2011-06-01
Grace Emily Shields,GES2626,Grace.Emily.Shields@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,Bernard Bevis Foley,2009-12-01 00:00:00,2011-06-01
Vielka Adara Savage,VAS3984,Vielka.Adara.Savage@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,Hillary Zenaida Adkins,2009-12-01 00:00:00,2011-03-01
Jolene Fatima Burke,JFB2168,Jolene.Fatima.Burke@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Sade Kendall Guthrie,2009-12-01 00:00:00,2011-06-01
Cody Castor Freeman,CCF2298,Cody.Castor.Freeman@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,Eric Macaulay Sanchez,2009-12-01 00:00:00,2011-06-01
Delilah Elizabeth Richard,DER2162,Delilah.Elizabeth.Richard@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Sade Kendall Guthrie,2009-12-01 00:00:00,2011-06-01
Finn Cairo Schroeder,FCS2824,Finn.Cairo.Schroeder@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,7 - Stockroom,Britanney Ursa Shepard,2009-12-01 00:00:00,2011-06-01
Darryl Marcia Wright,DMW2128,Darryl.Marcia.Wright@dtaa.com,HardwareEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,Leo Travis Rojas,2009-12-01 00:00:00,2011-06-01
Maxine Melyssa Miranda,MMM2156,Maxine.Melyssa.Miranda@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Sade Kendall Guthrie,2009-12-01 00:00:00,2011-06-01
Blake Guy Ramos,BGR1991,Blake.Guy.Ramos@dtaa.com,SystemsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,15 - SystemsEngineering,Reese Hoyt Beck,2009-12-01 00:00:00,2011-06-01
Ralph Eagan Jacobs,REJ2666,Ralph.Eagan.Jacobs@dtaa.com,Mathematician,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,4 - Lab,Medge Roary Byers,2009-12-01 00:00:00,2011-06-01
Linda Gay Long,LGL0649,Linda.Gay.Long@dtaa.com,TechnicalWriter,Project 53,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,Carly Kaden Berry,2009-12-01 00:00:00,2011-06-01
Odysseus Dante Walker,ODW2194,Odysseus.Dante.Walker@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross,2009-12-01 00:00:00,2011-01-01
April Jena Morrison,AJM0345,April.Jena.Morrison@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,Mona Jolene Frye,2009-12-01 00:00:00,2011-06-01
Sierra Melissa Sampson,SMS2452,Sierra.Melissa.Sampson@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,4 - Lab,Vera Kessie Marsh,2009-12-01 00:00:00,2011-06-01
Aline Linda Bowen,ALB2395,Aline.Linda.Bowen@dtaa.com,ChiefEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,20 - SystemsEngineering,Jason Amery Franco,2009-12-01 00:00:00,2011-06-01
Graiden Rogan Moore,GRM1511,Graiden.Rogan.Moore@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne,2009-12-01 00:00:00,2010-11-01
Mohammad Prescott Blankenship,MPB2578,Mohammad.Prescott.Blankenship@dtaa.com,SoftwareDeveloper,Project 95,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears,2009-12-01 00:00:00,2011-06-01
Brenden Macon Alvarado,BMA1411,Brenden.Macon.Alvarado@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,7 - MechanicalEngineering,Ariana Zenia Avery,2009-12-01 00:00:00,2011-06-01
Carter Jonah Morgan,CJM0584,Carter.Jonah.Morgan@dtaa.com,ElectricalEngineer,Project 91,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus,2009-12-01 00:00:00,2010-03-01
Gavin Leo Mueller,GLM3106,Gavin.Leo.Mueller@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,24 - SystemsEngineering,Hop Alfonso Palmer,2009-12-01 00:00:00,2011-06-01
Mari Ciara Sykes,MCS3301,Mari.Ciara.Sykes@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,September Hanae Ward,2009-12-01 00:00:00,2011-06-01
Jeanette Cameron Pugh,JCP1462,Jeanette.Cameron.Pugh@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,10 - SystemsEngineering,Zenia Basia Whitley,2009-12-01 00:00:00,2011-06-01
Kelsey Autumn Curry,KAC2449,Kelsey.Autumn.Curry@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,4 - Lab,Vera Kessie Marsh,2009-12-01 00:00:00,2011-06-01
Amos Elvis Dorsey,AED1421,Amos.Elvis.Dorsey@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,8 - ElectricalEngineering,Sarah Cleo Hubbard,2009-12-01 00:00:00,2011-06-01
Martena Fay Davenport,MFD2890,Martena.Fay.Davenport@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,Heidi Cara Schmidt,2009-12-01 00:00:00,2011-06-01
Oprah Miriam Bell,OMB3507,Oprah.Miriam.Bell@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,6 - Lab,Brady Kermit Clay,2009-12-01 00:00:00,2011-06-01
Anjolie Brynne Jennings,ABJ0281,Anjolie.Brynne.Jennings@dtaa.com,TestEngineer,Project 62,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,Oprah Gail Webb,2009-12-01 00:00:00,2010-05-01
Erin Colleen Mooney,ECM3591,Erin.Colleen.Mooney@dtaa.com,ComputerScientist,Project 61,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher,2009-12-01 00:00:00,2011-06-01
Warren Eaton Bolton,WEB3897,Warren.Eaton.Bolton@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,7 - Lab,Gareth Dante Mccray,2009-12-01 00:00:00,2011-06-01
Kristen Priscilla Stuart,KPS0895,Kristen.Priscilla.Stuart@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,Mona Jolene Frye,2009-12-01 00:00:00,2011-06-01
Dieter Reece Hendrix,DRH3557,Dieter.Reece.Hendrix@dtaa.com,SystemsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,25 - SystemsEngineering,Gage Yardley Hester,2009-12-01 00:00:00,2011-06-01
Ezekiel Dexter Franklin,EDF2361,Ezekiel.Dexter.Franklin@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,Rhea Lydia Stein,2009-12-01 00:00:00,2011-06-01
Raya Quail Ryan,RQR3924,Raya.Quail.Ryan@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,Winter Adele Hahn,2009-12-01 00:00:00,2010-06-01
Axel Robert Zamora,ARZ3464,Axel.Robert.Zamora@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden,2009-12-01 00:00:00,2011-06-01
Griffin Caldwell Norman,GCN1743,Griffin.Caldwell.Norman@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,5 - BuildingSecurity,Rose Wilma Nieves,2009-12-01 00:00:00,2011-06-01
Ivan Brock Wood,IBW1779,Ivan.Brock.Wood@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley,2009-12-01 00:00:00,2011-06-01
Alec Hedley Caldwell,AHC0232,Alec.Hedley.Caldwell@dtaa.com,SoftwareQualityEngineer,Project 42,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,Rose Angela Salas,2009-12-01 00:00:00,2011-06-01
Fitzgerald Justin Oliver,FJO1828,Fitzgerald.Justin.Oliver@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt,2009-12-01 00:00:00,2011-06-01
Edward Eden Case,EEC3193,Edward.Eden.Case@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,5 - Lab,Geoffrey Rahim Griffin,2009-12-01 00:00:00,2011-06-01
Jane Scarlett Mccall,JSM3334,Jane.Scarlett.Mccall@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,Ira Austin Avery,2009-12-01 00:00:00,2011-06-01
Myles Benjamin Carney,MBC0803,Myles.Benjamin.Carney@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,4 - MaterialsEngineering,Keiko Libby Porter,2009-12-01 00:00:00,2011-06-01
Gregory Dustin Hobbs,GDH2500,Gregory.Dustin.Hobbs@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,18 - ElectricalEngineering,Sybil Yolanda Moses,2009-12-01 00:00:00,2011-06-01
Caldwell Uriah Quinn,CUQ3097,Caldwell.Uriah.Quinn@dtaa.com,ElectricalEngineer,Project 16,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,23 - ElectricalEngineering,Diana Colette Clayton,2009-12-01 00:00:00,2011-06-01
Callie Caryn Lyons,CCL3272,Callie.Caryn.Lyons@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman,2009-12-01 00:00:00,2011-06-01
Isabelle Quintessa Rodgers,IQR2187,Isabelle.Quintessa.Rodgers@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross,2009-12-01 00:00:00,2011-06-01
Victoria Winter Barker,VWB0990,Victoria.Winter.Barker@dtaa.com,LabManager,,1,2 - ResearchAndEngineering_Commercial,2 - Research,2 - Lab,Brynne Jeanette Sharp,2009-12-01 00:00:00,2011-06-01
Chandler William Alvarez,CWA2549,Chandler.William.Alvarez@dtaa.com,Technician,Project 32,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Rebecca Stephanie Edwards,2009-12-01 00:00:00,2010-09-01
Rafael Theodore Neal,RTN3680,Rafael.Theodore.Neal@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,11 - Stockroom,Carlos Tanek Buchanan,2009-12-01 00:00:00,2011-06-01
Shelly Jeanette Rush,SJR0452,Shelly.Jeanette.Rush@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,1 - BuildingSecurity,Malachi Herrod Henson,2009-12-01 00:00:00,2011-06-01
Bevis Devin Vance,BDV2474,Bevis.Devin.Vance@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,17 - MechanicalEngineering,Imogene Charde Hicks,2009-12-01 00:00:00,2011-06-01
Wallace Acton Larson,WAL0050,Wallace.Acton.Larson@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,2 - ElectronicSecurity,Carl Garrett Morgan,2009-12-01 00:00:00,2011-06-01
Derek Beau Flores,DBF3635,Derek.Beau.Flores@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield,2009-12-01 00:00:00,2011-06-01
Jeremy Ulric Madden,JUM0102,Jeremy.Ulric.Madden@dtaa.com,TechnicalWriter,Project 26,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,Sonia Francesca Leblanc,2009-12-01 00:00:00,2011-06-01
Cain Alvin Graves,CAG3049,Cain.Alvin.Graves@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,10 - ElectronicSecurity,Lois Rhonda Snow,2009-12-01 00:00:00,2011-06-01
Asher Victor Campbell,AVC2328,Asher.Victor.Campbell@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie,2009-12-01 00:00:00,2011-06-01
Kyra Cally Hays,KCH3224,Kyra.Cally.Hays@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,23 - ElectricalEngineering,Driscoll Darius Lawrence,2009-12-01 00:00:00,2011-06-01
Justina Patricia Short,JPS2432,Justina.Patricia.Short@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,8 - ElectronicSecurity,Madison Charissa Malone,2009-12-01 00:00:00,2011-06-01
Scott Yuli Ferguson,SYF1650,Scott.Yuli.Ferguson@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre,2009-12-01 00:00:00,2011-06-01
Aidan Drake Mitchell,ADM0158,Aidan.Drake.Mitchell@dtaa.com,ComputerScientist,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,2 - DesktopSoftware,Hedy Ivana Pennington,2009-12-01 00:00:00,2011-06-01
Illiana Simone Stevens,ISS0949,Illiana.Simone.Stevens@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,Whoopi Laurel Guy,2009-12-01 00:00:00,2011-06-01
Erasmus James Garner,EJG0833,Erasmus.James.Garner@dtaa.com,Technician,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,Oprah Gail Webb,2009-12-01 00:00:00,2011-06-01
Giacomo Lyle Crane,GLC3495,Giacomo.Lyle.Crane@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,11 - BuildingSecurity,Idona Kathleen Herring,2009-12-01 00:00:00,2011-06-01
